"Nome Completo";"Nome Urna";"Cargo";"Número";"Partido";"Coligação";"Situação";"Situação Pós-Pleito"
"EZEQUIEL OLIVEIRA SILVA";"EZEQUIEL OLIVEIRA";"Deputado Federal";3338;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"FABIANO GONÇALVES";"FABIANO GONÇALVES";"Deputado Federal";2360;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"FABIANO OLIVEIRA PEREIRA";"FABIANO OLIVEIRA";"Deputado Federal";4490;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"FÁBIO BARAÚNA DOS SANTOS";"FÁBIO BARAÚNA";"Deputado Federal";5089;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"FABIO DE OLIVEIRA COSTA";"FABIO COSTA";"Deputado Federal";5527;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"FABIO ROBERTO ARAÚJO ROMOLI";"FÁBIO MANAUS";"Deputado Federal";2747;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"FABIO PERALTA DE OLIVEIRA";"FABIO PERALTA";"Deputado Federal";3599;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"ANTONIA FACILDA MARTINS RODRIGUES";"FAFA CAMINHONEIRA";"Deputado Federal";1926;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"MARIA DE FATIMA ALVES GONÇALVES";"FATIMA GONÇALVES OBA OBA";"Deputado Federal";1921;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"MARIA DE FATIMA LIMA DA SILVA";"FATIMA LIMA";"Deputado Federal";5552;"PSD";"PSD";"Renúncia";"Concorrendo"
"MARIA DE FATIMA PEREIRA DE OLIVEIRA";"FATINHA";"Deputado Federal";5556;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"FELICIO LATERÇA DE ALMEIDA";"FELÍCIO LATERÇA";"Deputado Federal";1122;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"FELIPE LEONE BORNIER DE OLIVEIRA";"FELIPE BORNIER";"Deputado Federal";4488;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"FELIPE MACEDO BRASILEIRO";"FELIPE BRASILEIRO";"Deputado Federal";1570;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"FELIPE DOS SANTOS PEIXOTO";"FELIPE PEIXOTO";"Deputado Federal";5512;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"FERNANDA GUACIRA ARAÚJO CAMPISTA";"FERNANDA CAMPISTA";"Deputado Federal";7744;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"NIVIA FERNANDA SILVA";"FERNANDA DA  SOS";"Deputado Federal";3305;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"FERNANDA DE MELLO GUIMARÃES LEAL DE OLIVIERA";"FERNANDA LEAL";"Deputado Federal";5508;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"RENEIDA DOS SANTOS DA SILVA";"FERNANDA LIRA";"Deputado Federal";1147;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"FERNANDO GOMES DE FREITAS";"FERNANDO GOMES";"Deputado Federal";3608;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"FERNANDO DA SILVA FERNANDES";"FERNANDO PAULADA";"Deputado Federal";1966;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"FILIPE MENDES SANTOS";"FILIPE MENDES";"Deputado Federal";2785;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"ANDRÉ DOS SANTOS FIUZA";"FIUZA";"Deputado Federal";1551;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"FLAVIANA DE CARVALHO";"FLAVIANA CARVALHO";"Deputado Federal";3078;"NOVO";"NOVO";"Aguardando julgamento";"Concorrendo"
"FLAVIA DE OLIVEIRA FREITAS";"FLAVINHA FREITAS";"Deputado Federal";2800;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"FLAVIO FERNANDO PRADO";"FLÁVIO GANEM";"Deputado Federal";7099;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"FLÁVIO CAUTIERO HORTA JARDIM";"FLÁVIO HORTA";"Deputado Federal";2829;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"FLAVIO PACCA CASTELLO BRANCO";"FLAVIO PACCA";"Deputado Federal";1445;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"FLAVIO LUCIANO RANCANO DE AZEVEDO ROSA";"FLÁVIO TIZIU";"Deputado Federal";4009;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"FRANCELINO DA SILVA PAES";"FRANCELINO PAES";"Deputado Federal";1317;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"FRANCISCO FLORIANO DE SOUSA SILVA";"FRANCISCO FLORIANO";"Deputado Federal";4480;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"FRANC JEFERSON ALARCON DE BARRIENTOS";"FRANK ALARCON";"Deputado Federal";1366;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"FRANKLIN JOSÉ DA MOTA";"FRANKLIN MOTA";"Deputado Federal";2833;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"FROILAN MOREIRA DE MORAES";"FROILAN";"Deputado Federal";4525;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"LUIZ ANTONIO FURLANI FILHO";"FURLANI";"Deputado Federal";4410;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"PAULO HENRIQUE BRAZ DA COSTA";"FUZILEIRO BRAZ";"Deputado Federal";1120;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"GABRIELA BARBOZA MARQUES";"GABI MARQUES ";"Deputado Federal";1523;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"GABRIELA CORREIA DE SOUZA E LIMA";"GABRIELA LIMA";"Deputado Federal";1331;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"GABRIELA MORAIS DA SILVA SANTOS";"GABRIELA MORAIS";"Deputado Federal";1946;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"GABRIELA DE ARAUJO TAVARES";"GABRIELA VARGAS";"Deputado Federal";3585;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"GABRIEL PENIN GARCIA";"GABRIEL GARCIA";"Deputado Federal";1299;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"GABRIEL RODRIGUES DAUMAS MARQUES";"GABRIEL MARQUES";"Deputado Federal";2123;"PCB";"PCB";"Aguardando julgamento";"Concorrendo"
"GABRIEL LUIZ MONTEIRO DE OLIVEIRA";"GABRIEL MONTEIRO";"Deputado Federal";2282;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"GABRIEL BICHARRA SANTINI PINTO";"GABRIEL PINTO";"Deputado Federal";4022;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"GABRIELLY DAMASCENO DA SILVA";"GABY DAMASCENO";"Deputado Federal";2000;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"ANTHONY WILLIAM GAROTINHO MATHEUS DE OLIVEIRA";"GAROTINHO";"Deputado Federal";4458;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"GASPAR HERBERT STEIN";"GASPAR STEIN";"Deputado Federal";2846;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"ANTONIO JOSÉ DE LIMA MESQUITA";"GAVIÃO";"Deputado Federal";5148;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"GEFERSON JORGE OLIVEIRA DOS SANTOS";"GEFERSON DO CQO";"Deputado Federal";3399;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"GELSON DE AZEVEDO ALMEIDA";"GELSON AZEVEDO";"Deputado Federal";2288;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"EDUARDO PAZUELLO";"GENERAL  PAZUELLO";"Deputado Federal";2212;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"GENIVALDO NOGUEIRA DA SILVA";"GENIVALDO NOGUEIRA";"Deputado Federal";3520;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"GEORGE MANGE BEZERRA";"GEORGE I TAL";"Deputado Federal";7781;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"GEORGE WILLIAM LEANDRO BARBOSA";"GEORGE LEAN";"Deputado Federal";9011;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"JOSÉ GERALDO VICTORIO GONÇALVES";"GERALDINHO DO GELO";"Deputado Federal";4430;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"GERSON DA SILVA PAULO";"GERSON PAULO";"Deputado Federal";3337;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"GERUSA SANTOS DA SILVA";"GERUSA JONHSON SANTOS";"Deputado Federal";7025;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"GESIEL DE OLIVEIRA LESSA";"GESIEL LESSA";"Deputado Federal";4569;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"GILBERTO SANTOS PEREIRA";"GIGI";"Deputado Federal";7729;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"GILSELENE SANTOS ARRUZO";"GIL ARRUZO";"Deputado Federal";3625;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"EDILBERTO SOARES COSTA";"GILBERTO COSTA";"Deputado Federal";3321;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"GILBERTO DANIEL DE CARVALHO";"GILBERTO DANIEL";"Deputado Federal";1545;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"GILBERTO MESSIAS DO NASCIMENTO";"GILBERTO RODOVIARIO";"Deputado Federal";1928;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"GILBERTO SALARINI";"GILBERTO SALARINI";"Deputado Federal";1520;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"GILBERTO DE SOUZA VANDERLEI";"GILBERTO VANDERLEI";"Deputado Federal";5025;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"GILCÉIA MACHADO DE SOUZA";"GILCEIA MACHADO";"Deputado Federal";1509;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"GILMAR FERREIRA MARTINS";"GILMAR MARTINS";"Deputado Federal";3359;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"GILSON MARQUES FERREIRA SILVEIRA";"GILSON DO CEFEN";"Deputado Federal";5513;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"GION CARLOS FLOR SILVA";"GION FLOR";"Deputado Federal";7022;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"GISELE SANTOS DO NASCIMENTO TEIXEIRA";"GISELE NASCIMENTO";"Deputado Federal";4478;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"GISELE SILVA DOS SANTOS BATISTA";"GISELE SANTOS";"Deputado Federal";2005;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"GLAIDSON ACÁCIO DOS SANTOS";"GLAIDSON ACÁCIO";"Deputado Federal";2710;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"GLAUBER DE MEDEIROS BRAGA";"GLAUBER";"Deputado Federal";5080;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"GLAUBER MEDEIROS POUBEL";"GLAUBER POUBEL";"Deputado Federal";9022;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"GLAUBER JOAQUIM DE MATOS CORREA";"GLAUBER ROCHA";"Deputado Federal";1599;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"GLAUCIA MARIA BRENNY";"GLAUCIA BRENNY";"Deputado Federal";1117;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"GLAUCIO MARCELO FONSECA DA SILVA";"GLAUCIO MARCELO";"Deputado Federal";1451;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"GLAUCIO SANTOS DA SILVA";"GLAUCIO SANTOS ";"Deputado Federal";3602;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"GLORIA HELOIZA LIMA DA SILVA";"GLORIA HELOIZA";"Deputado Federal";1018;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"GLORIA DE OLIVEIRA";"GLORIA OLIVEIRA";"Deputado Federal";2827;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"MARIA DAS GRAÇAS GOMES FRANCO";"GRAÇA DO PT";"Deputado Federal";1367;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"GUARINO VILHENA DA SILVA";"GUARINO VILHENA";"Deputado Federal";3537;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"AUGUSTO ANTONIO DOS SANTOS";"GUGU QUARENTA";"Deputado Federal";1413;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"GUILHERME MENEZES DA SILVA";"GUILHERME MENEZES";"Deputado Federal";7081;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"GUILHERME SILVA DE OLIVEIRA";"GUILHERME OLIVEIRA";"Deputado Federal";2013;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"JOÃO CARLOS SOARES GURGEL";"GURGEL";"Deputado Federal";2238;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"GUSTAVO SILVA FERREIRA";"GUSTAVO FERREIRA";"Deputado Federal";7010;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"GUSTAVO HENRIQUE SOUZA AGUIAR";"GUSTAVO HENRIQUE DANDO CHOQUE";"Deputado Federal";9081;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"GUSTAVO GALVÃO PEDRO";"GUSTAVO PEDRO";"Deputado Federal";2121;"PCB";"PCB";"Aguardando julgamento";"Concorrendo"
"GUSTAVO SANTOS DE SIMAS";"GUSTAVO SIMAS";"Deputado Federal";4421;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"GUTEMBERG DE PAULA FONSECA";"GUTEMBERG FONSECA";"Deputado Federal";2255;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"GUTEMBERG REIS DE OLIVEIRA";"GUTEMBERG REIS";"Deputado Federal";1516;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"HAMILTON ROCHA DE OLIVEIRA";"HAMILTON ROCHA";"Deputado Federal";4358;"PV";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"HAROLDO VICTORIANO BUNN";"HAROLDO BUNN";"Deputado Federal";1199;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"HAROLDO PEÇANHA NEIVA";"HAROLDO PEÇANHA";"Deputado Federal";7721;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"HELDER LUIZ IVO DOS SANTOS";"HELDER IVO DEDO DE DEUS";"Deputado Federal";7707;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"HELENA ALVES BRANDÃO WITZEL";"HELENA WITZEL";"Deputado Federal";3501;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"HELEN DE PAULA BARRETO";"HELEN BARRETO";"Deputado Federal";1574;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"HELIMAR DE AZEVEDO";"HELIMAR AZEVEDO";"Deputado Federal";2801;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"HELIO SEVERINO DE AZEVEDO";"HELINHO DO SINDICATO";"Deputado Federal";3612;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"HELIO AFONSO SILVA";"HELINHO SILVA";"Deputado Federal";1205;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"HELIO FERNANDO BARBOSA LOPES";"HELIO BOLSONARO";"Deputado Federal";2220;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"HELOÍSA HELENA LIMA DE MORAES CARVALHO";"HELOÍSA HELENA";"Deputado Federal";1818;"REDE";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"HELOISA SILVA DOS SANTOS";"HELOISA SANTOS";"Deputado Federal";3379;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"HENRIQUE VITAL BRAZIL SIMONARD";"HENRIQUE  SIMONARD";"Deputado Federal";2929;"PCO";"PCO";"Aguardando julgamento";"Concorrendo"
"HENYS PINTO DA SILVA";"HENYS PINTO";"Deputado Federal";2802;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"HERMAN GUEDES RODRIGUES DA SILVA";"HERMAN GUEDES";"Deputado Federal";3015;"NOVO";"NOVO";"Aguardando julgamento";"Concorrendo"
"HERMITON BATISTA MOURA";"HERMITON MOURA VEM PRA DIREITA";"Deputado Federal";2244;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"HUGO LEAL MELO DA SILVA";"HUGO LEAL";"Deputado Federal";5510;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"HUGO JOSE TAVARES";"HUGO TAVARES";"Deputado Federal";3620;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"HUGO PEREIRA DO CANTO JUNIOR";"HUGUINHO";"Deputado Federal";5123;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"HUMBERTO ADAMI SANTOS JUNIOR";"HUMBERTO ADAMI";"Deputado Federal";4055;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"IDA DELRIO FISHER";"IDA DEL RIO";"Deputado Federal";3013;"NOVO";"NOVO";"Aguardando julgamento";"Concorrendo"
"IGOR CRESPO MARCOS";"IGOR CRESPO";"Deputado Federal";7013;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"IGOR PORTO GAVAZZI";"IGOR PORTO";"Deputado Federal";1945;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"INDIANARAE PEREIRA SIQUEIRA";"INDIANARAE SIQUEIRA";"Deputado Federal";1369;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"IONE EFIGENIA DOS SANTOS";"IONE FAVELA";"Deputado Federal";1330;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"IRACEMA BRAZ TULSEN";"IRACEMA TULSEN";"Deputado Federal";7064;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"ROGERIO AMORIM DA SILVA";"IRMÃO AMORIM";"Deputado Federal";1598;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"NILCIMAR DE FREITAS VIEIRA";"IRMÃO CAIO";"Deputado Federal";4514;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"ISABEL DE OLIVEIRA ACIMO";"ISABEL ACIMO";"Deputado Federal";3554;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"ÍSIS CRISTINA RIBEIRO SILVA";"ISIS COSTA";"Deputado Federal";4567;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"ISMAEL CARLOS NASCIMENTO DE JESUS";"ISMAEL CARLOS";"Deputado Federal";2719;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"ITAGIBE DO COUTO CABRAL";"ITAGIBE CABRAL";"Deputado Federal";4440;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"IVAN DA PONTE RABELLO";"IVAN DA SAÚDE";"Deputado Federal";1030;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"IVANETE CONCEIÇÃO DA SILVA";"IVANETE";"Deputado Federal";5057;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"IVÂNIA DAS GRAÇAS MARTINS";"IVÂNIA MARTINS";"Deputado Federal";1176;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"IVANO RODRIGUES DA SILVA";"ÍVANO RODRIGUES";"Deputado Federal";3033;"NOVO";"NOVO";"Aguardando julgamento";"Concorrendo"
"JAILTON SOARES BEZERRA";"JAILTON BEZERRA";"Deputado Federal";3508;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"JAIR DA SILVA ROCHA";"JAIR PRODUÇÕES";"Deputado Federal";5178;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"JANA CARLA CARDOSO";"JANA DO HOSPITAL ";"Deputado Federal";9025;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"JANDIRA FEGHALI";"JANDIRA FEGHALI";"Deputado Federal";6565;"PC do B";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"JANE LOUISE RODRIGUES SOUZA";"JANE LOUISE";"Deputado Federal";1131;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"JANIO COSENDEY NUNES";"JANIO COSENDEY";"Deputado Federal";1145;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"JAQUELINE LOPES DE ARAUJO";"JAQUELINE LOPES";"Deputado Federal";2025;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"JARBAS SEVERINO OLIVEIRA";"JARBAS DA MARÉ";"Deputado Federal";3320;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"JEAN CARLO DE MENEZES VILHENA";"JEAN CARLOS";"Deputado Federal";3699;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"JEAN CARLOS FREITAS";"JEAN CARLOS INSTRUTOR";"Deputado Federal";2782;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"JEANE DE SOUZA DAMES";"JEANE DAMES";"Deputado Federal";2275;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"JEAN PIERRE PEREIRA SALLES";"JEAN PIERRE SALLES";"Deputado Federal";1923;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"JEFFERSON BELO DE CASTRO";"JEFFERSON SOMBRA";"Deputado Federal";3310;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"JEFFERSON VIDAL PINHEIRO";"JEFFERSON VIDAL";"Deputado Federal";1910;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"CARLOS ANDRE JESUS SANTOS";"JESUS";"Deputado Federal";3645;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"JORGE ESTEVES";"J MÁRIO ESTEVES";"Deputado Federal";9099;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"JOÃO AQUILES NETTO DE PAIVA JUNIOR";"JOÃO AQUILES";"Deputado Federal";4511;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"JOAO BOSCO DE SOUZA GESTAL";"JOÃO BOSCO";"Deputado Federal";3689;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"JOAO DIAS FERREIRA";"JOÃO DA PADARIA";"Deputado Federal";3677;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"JOÃO DINIZ DE ALMEIDA PORTO";"JOÃO DINIZ";"Deputado Federal";7040;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"JOAO MAURICIO FERREIRA GONÇALVES";"JOAO MAURICIO";"Deputado Federal";2012;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"JOÃO ROBERTO AVILA GOULART";"JOÃO ROBERTO GOULART";"Deputado Federal";1434;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"JORDELI RODRIGUES DUTRA CHAVES";"JÔ DUTRA";"Deputado Federal";4060;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"JOEL NATALINO SANTANA";"JOEL SANTANA";"Deputado Federal";9007;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"JOEL LUIZ DOS SANTOS";"JOEL SANTOS";"Deputado Federal";5030;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"JOHN ALEX GOMES DOS SANTOS";"JOHN WALKER";"Deputado Federal";3562;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"JOKLEYNE ANTONIO FARIA DA SILVA";"JOKLEYNE";"Deputado Federal";3619;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"JÔNATHAS DA ROCHA AMÂNCIO";"JÔNATHAS ROCHA AMÂNCIO";"Deputado Federal";1435;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"JONES BARBOSA DE MOURA";"JONES MOURA";"Deputado Federal";5511;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"JORGE VIEIRA DE ABREU";"JORGE ABREU";"Deputado Federal";1569;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"JORGE LUIS DE ALMEIDA JUNIOR";"JORGE ALMEIDA";"Deputado Federal";1488;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"JORGE BRAZ DE OLIVEIRA";"JORGE BRAZ";"Deputado Federal";1011;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"JORGE DA SILVA COSTA";"JORGE COSTA";"Deputado Federal";2834;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"JORGE LEANDRO MIEIRO SARQUIS DA HORA";"JORGE DA HORA";"Deputado Federal";5107;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"JORGE LUIZ LIMA RANGEL";"JORGE KATARINA ";"Deputado Federal";1112;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"JORGE LEIBE DE SOUZA PEREIRA";"JORGE LEIBE";"Deputado Federal";3570;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"JORGE DE SOUZA";"JORGE LUKAS";"Deputado Federal";9030;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"JORGE PAULO DA SILVA MENDES";"JORGE MENDES";"Deputado Federal";4045;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"JORGE LUIS SILVA DE MEDEIROS";"JORGE TURCO";"Deputado Federal";4420;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"JORGE ALBERTO FELIPE CURY";"JORGINHO FUEDE";"Deputado Federal";4545;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"JOSE ANTONIO DE SOUZA BATISTA";"JOSE ANTONIO BATISTA";"Deputado Federal";1913;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"JOSEF ALEXANDRE GERSTEL";"JOSEF GERSTEL";"Deputado Federal";7071;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"JOSÉ MAIA MENDES DA SILVA FILHO";"JOSÉ MAIA";"Deputado Federal";2853;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"JOSÉ EDSON VIEIRA DA SILVA";"JOSÉ NINO";"Deputado Federal";9020;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
